Submitted On,Round,Winner,Winners Score,Opponent,Opponents Score
7/11/2022 13:49,19,Will Anderson,414,Dave Wiegand,368
7/11/2022 13:49,19,Zbigniew Wieckowski,436,Femi Awowade,356
7/11/2022 13:49,19,Mark Kenas,481,Sandy Nang,401
7/11/2022 13:50,19,Evan Berofsky,455,David Eldar,453
7/11/2022 13:52,19,Peter Armstrong,491,Marlon Prudencio,487
7/11/2022 13:55,19,Joel Wapnick,498,Puneet Sharma,256
7/11/2022 14:01,19,Jesse Day,462,Geoff Thevenot,428
7/11/2022 14:26,20,Ben Schoenbrun,587,Chris Lipe,399
7/11/2022 14:31,20,David Brown,503,Sammy Okosagah,433
7/11/2022 14:33,20,Thomas Reinke,478,Waseem Khatri,419
7/11/2022 14:35,20,Dave Wiegand,505,Geoff Thevenot,461
7/11/2022 14:37,20,Mark Francillon,464,Jason Keller,381
7/11/2022 14:37,20,Conrad Bassett-Bouchard,476,Marlon Prudencio,384
7/11/2022 14:38,20,Fidelis Olotu,514,Sandy Nang,215
7/11/2022 14:38,20,Wolfram Poh,396,Rasheed Balogun,370
7/11/2022 14:38,20,Austin Shin,522,David Whitley,420
7/11/2022 14:38,20,Brian Bowman,475,Moiz Ullah Baig,444
7/11/2022 14:41,20,James Curley,465,Winter,424
7/11/2022 14:46,20,Puneet Sharma,481,Charles Reinke,455
7/11/2022 14:47,20,John O'Laughlin,417,Joshua Castellano,405
7/11/2022 14:53,20,Becky Dyer,409,Joel Wapnick,398
7/11/2022 14:53,20,David Eldar,461,Will Anderson,388
7/11/2022 14:54,20,David Webb,458,Jesse Day,409
7/11/2022 14:54,20,Evan Berofsky,549,Peter Armstrong,412
7/11/2022 14:56,20,Zbigniew Wieckowski,407,Femi Awowade,391
7/11/2022 14:59,20,Mohammad Sulaiman,459,Mark Kenas,349
7/11/2022 15:21,21,Thomas Reinke,537,Sammy Okosagah,384
7/11/2022 15:25,21,Ben Schoenbrun,479,Conrad Bassett-Bouchard,405
7/11/2022 15:31,21,Waseem Khatri,453,Winter,420
7/11/2022 15:32,21,Brian Bowman,425,Wolfram Poh,402
7/11/2022 15:33,21,James Curley,482,Charles Reinke,360
7/11/2022 15:35,21,Chris Lipe,471,John O'Laughlin,390
7/11/2022 15:39,21,Joshua Castellano,555,David Brown,275
7/11/2022 15:39,21,Will Anderson,423,Geoff Thevenot,381
7/11/2022 15:39,21,David Webb,534,Rasheed Balogun,365
7/11/2022 15:40,21,Jason Keller,530,Mark Francillon,368
7/11/2022 15:44,21,Femi Awowade,507,Sandy Nang,418
7/11/2022 15:45,21,Dave Wiegand,606,Peter Armstrong,350
7/11/2022 15:46,21,Jesse Day,576,Austin Shin,436
7/11/2022 15:46,21,Zbigniew Wieckowski,462,Becky Dyer,349
7/11/2022 15:53,21,Puneet Sharma,499,Mohammad Sulaiman,355
7/11/2022 15:53,21,Evan Berofsky,422,David Whitley,385
7/11/2022 15:55,21,Marlon Prudencio,432,David Eldar,420
7/11/2022 15:56,21,Fidelis Olotu,498,Mark Kenas,424
7/11/2022 15:59,21,Moiz Ullah Baig,402,Joel Wapnick,390
7/12/2022 8:08,22,Joshua Castellano,408,Waseem Khatri,377
